FIPS,Admin2,Population,Death by 03/09/2023,deaths_by_pop
6037,Los Angeles,10039107,35545,354.0653566
4013,Maricopa,4485414,18846,420.1618847
17031,Cook,5150233,15289,296.8603556
36047,Kings,2559903,14205,554.9038382
36081,Queens,2253858,13415,595.2016498
12086,Miami-Dade,2716940,12285,452.1630952
48201,Harris,4713325,11623,246.5987387
32003,Clark,2266715,9313,410.8588861
26163,Wayne,1749343,9107,520.5954464
36005,Bronx,1418207,8529,601.3931676
6071,San Bernardino,2180085,8170,374.7560302
6059,Orange,3175692,7971,251.0004119
48113,Dallas,2635516,7133,270.6490873
6065,Riverside,2470546,6853,277.3880753
12011,Broward,1952778,6770,346.6855935
48029,Bexar,2003554,6512,325.0224351
48439,Tarrant,2102515,6387,303.7790456
36061,New York,1628706,6168,378.7055491
12099,Palm Beach,1496770,6031,402.9343186
6073,San Diego,3338330,5799,173.7096093
42101,Philadelphia,1584064,5549,350.301503
36103,Suffolk,1476601,4963,336.1097548
25017,Middlesex,1611699,4822,299.1873793
26099,Macomb,873972,4613,527.8201132
26125,Oakland,1257584,4563,362.8385857
12057,Hillsborough,1471968,4409,299.5309681
36059,Nassau,1356924,4337,319.619964
4019,Pima,1047279,4301,410.6833041
39035,Cuyahoga,1235072,4130,334.3934605
12103,Pinellas,974996,4065,416.9247874
48215,Hidalgo,868707,4032,464.1380811
48141,El Paso,839238,3895,464.1114916
12031,Duval,957755,3872,404.278756
42003,Allegheny,1216045,3838,315.6133202
34013,Essex,798975,3771,471.979724
29189,St. Louis,994205,3746,376.7834602
34003,Bergen,932202,3733,400.4496879
6067,Sacramento,1552058,3719,239.6173339
47157,Shelby,937166,3677,392.3531157
53033,King,2252782,3512,155.896132
9003,Hartford,891720,3494,391.8270309
12105,Polk,724777,3450,476.0084826
12095,Orange,1393452,3301,236.8937
34029,Ocean,607186,3282,540.5262967
25009,Essex,789034,3272,414.6842848
18097,Marion,964582,3238,335.6894489
9009,New Haven,854757,3165,370.2806763
25027,Worcester,830622,3065,369.0005803
34023,Middlesex,825062,3040,368.4571584
9001,Fairfield,943332,3017,319.8237736
36119,Westchester,967506,3002,310.2823135
6019,Fresno,999101,3001,300.3700327
27053,Hennepin,1265843,2952,233.2042757
36029,Erie,918702,2922,318.0574332
34017,Hudson,672391,2855,424.6041366
39049,Franklin,1316756,2832,215.0740152
24005,Baltimore,827370,2826,341.5642337
40109,Oklahoma,797434,2735,342.9750926
6085,Santa Clara,1927852,2727,141.4527671
44007,Providence,638931,2724,426.3371162
36085,Richmond,476143,2708,568.736703
21111,Jefferson,766757,2681,349.6544538
13121,Fulton,1063937,2667,250.6727372
42091,Montgomery,830915,2657,319.7679666
6029,Kern,900202,2625,291.6012184
12071,Lee,770577,2557,331.8292656
25005,Bristol,565217,2555,452.0387745
1073,Jefferson,658573,2535,384.9231596
12009,Brevard,601942,2513,417.482083
55079,Milwaukee,945726,2501,264.4529177
34039,Union,556341,2498,449.0051965
12083,Marion,365579,2497,683.0261038
34031,Passaic,501826,2460,490.209754
6077,San Joaquin,762148,2421,317.6548387
40143,Tulsa,651552,2396,367.737341
24033,Prince George's,909327,2386,262.3918568
34025,Monmouth,618795,2384,385.26491
24031,Montgomery,1050688,2375,226.0423646
12127,Volusia,553284,2341,423.1100122
25021,Norfolk,706775,2330,329.6664426
12101,Pasco,553947,2280,411.5917227
35001,Bernalillo,679121,2251,331.4578698
25025,Suffolk,803907,2242,278.8879808
39061,Hamilton,817473,2240,274.0151663
39113,Montgomery,531687,2215,416.5984875
6001,Alameda,1671329,2192,131.1531123
42017,Bucks,628270,2167,344.9154026
45045,Greenville,523542,2154,411.4283095
25013,Hampden,466372,2138,458.4323244
13135,Gwinnett,936250,2122,226.6488652
48061,Cameron,423163,2120,500.9889806
13067,Cobb,760141,2102,276.5276442
42071,Lancaster,545724,2090,382.9774758
42045,Delaware,566747,2086,368.0654684
12115,Sarasota,433742,2063,475.6283689
26049,Genesee,405813,2020,497.7662125
18089,Lake,485493,2008,413.6001961
13089,DeKalb,759297,1980,260.7675258
34007,Camden,506471,1974,389.7557807
24510,Baltimore City,593490,1966,331.2608469
25023,Plymouth,521202,1962,376.4375424
8041,El Paso,720403,1904,264.2965118
37119,Mecklenburg,1110356,1892,170.395801
39153,Summit,541013,1859,343.6146636
26081,Kent,656955,1859,282.9721975
17043,DuPage,922921,1859,201.4256908
36055,Monroe,741770,1854,249.9427046
48453,Travis,1273954,1846,144.9031912
6099,Stanislaus,550660,1845,335.0524825
47037,Davidson,694144,1844,265.6509312
49035,Salt Lake,1160437,1830,157.6992116
39151,Stark,370606,1827,492.9763684
4021,Pinal,462789,1814,391.9712871
12069,Lake,367118,1811,493.3018811
1097,Mobile,413210,1802,436.0978679
42011,Berks,421164,1778,422.1633378
12081,Manatee,403253,1743,432.2348501
51059,Fairfax,1147532,1720,149.8868877
20173,Sedgwick,516042,1709,331.1745943
17197,Will,690743,1693,245.098394
53063,Spokane,522798,1686,322.4954954
6111,Ventura,846006,1679,198.4619494
34027,Morris,491845,1678,341.1643912
4015,Mohave,212181,1669,786.592579
42133,York,449058,1668,371.4442232
45083,Spartanburg,319785,1663,520.0368998
48085,Collin,1034730,1621,156.6592251
53053,Pierce,904980,1612,178.1254834
10003,New Castle,558753,1608,287.7836898
47093,Knox,470313,1601,340.4115982
42079,Luzerne,317417,1586,499.6581784
48355,Nueces,362294,1586,437.7660132
6107,Tulare,466195,1578,338.4849687
6013,Contra Costa,1153526,1559,135.1508332
42129,Westmoreland,348899,1557,446.2609523
8059,Jefferson,582881,1554,266.6067345
27123,Ramsey,550321,1544,280.5635257
17097,Lake,696535,1544,221.6686886
8031,Denver,727211,1524,209.5677871
39095,Lucas,428348,1523,355.5520278
41051,Multnomah,812855,1480,182.0742937
12033,Escambia,318316,1479,464.6326292
22051,Jefferson,432493,1471,340.1211118
8001,Adams,517421,1466,283.3282762
37081,Guilford,537174,1459,271.606593
53061,Snohomish,822083,1448,176.1379325
48121,Denton,887207,1447,163.0960982
11001,District of Columbia,705749,1432,202.9049988
22033,East Baton Rouge,440059,1430,324.9564263
12111,St. Lucie,328297,1413,430.4029583
42077,Lehigh,369318,1396,377.9940322
48303,Lubbock,310569,1394,448.8535559
29095,Jackson,703011,1389,197.5787008
4025,Yavapai,235099,1388,590.3895806
48339,Montgomery,607391,1383,227.6951749
34005,Burlington,445349,1377,309.1957094
20091,Johnson,602401,1377,228.5852779
8005,Arapahoe,656590,1368,208.3491981
15003,Honolulu,974563,1355,139.0366759
34021,Mercer,367430,1348,366.8726016
42029,Chester,524989,1336,254.4815225
5119,Pulaski,391911,1322,337.3214837
37183,Wake,1111761,1311,117.921028
32031,Washoe,471519,1309,277.6134154
31055,Douglas,571327,1296,226.8403209
22017,Caddo,240204,1289,536.6272002
12053,Hernando,193920,1286,663.160066
45051,Horry,354081,1286,363.1937325
18003,Allen,379299,1284,338.5192157
12117,Seminole,471826,1282,271.7103339
47065,Hamilton,367804,1281,348.2833248
24003,Anne Arundel,579234,1277,220.4635778
12097,Osceola,375751,1273,338.7881869
4027,Yuma,213787,1257,587.9683985
36071,Orange,384940,1255,326.024835
39017,Butler,383134,1254,327.3006311
42095,Northampton,305285,1250,409.4534615
55133,Waukesha,404198,1248,308.7595683
48157,Fort Bend,811688,1247,153.630459
19153,Polk,490161,1230,250.9379571
17089,Kane,532403,1216,228.3984125
36067,Onondaga,460528,1207,262.0904701
22071,Orleans,390144,1196,306.5534777
39099,Mahoning,228683,1189,519.9337074
6075,San Francisco,881549,1178,133.62842
12021,Collier,384902,1174,305.0127045
29077,Greene,293086,1156,394.4234798
12017,Citrus,149657,1146,765.7510173
16001,Ada,481587,1139,236.5097064
45007,Anderson,202558,1112,548.9785642
13063,Clayton,292256,1095,374.6715209
26145,Saginaw,190539,1087,570.486882
34001,Atlantic,263670,1083,410.7406986
51087,Henrico,330818,1083,327.3703366
48479,Webb,276652,1081,390.7436057
42043,Dauphin,278299,1080,388.071822
39093,Lorain,309833,1064,343.4108052
1089,Madison,372909,1060,284.2516539
34015,Gloucester,291636,1051,360.3807486
45019,Charleston,411406,1051,255.465404
29183,St. Charles,402022,1050,261.1797364
45079,Richland,415759,1050,252.5501553
53011,Clark,488241,1047,214.443277
13051,Chatham,289430,1042,360.0179663
33011,Hillsborough,417025,1042,249.865116
48039,Brazoria,374264,1039,277.6115256
34035,Somerset,328934,1030,313.1327257
48423,Smith,232751,1019,437.8069267
39155,Trumbull,197974,1018,514.2089365
1101,Montgomery,226486,1010,445.9436786
12015,Charlotte,188910,1009,534.1167752
5007,Benton,279141,1002,358.9583759
10005,Sussex,234225,992,423.5243889
47149,Rutherford,332285,986,296.733226
12019,Clay,219252,979,446.5181617
6025,Imperial,181215,978,539.690423
36087,Rockland,325789,978,300.1942975
45063,Lexington,298750,975,326.3598326
42041,Cumberland,253370,974,384.4180448
13245,Richmond,202518,972,479.9573371
4017,Navajo,110924,971,875.37413
48309,McLennan,256623,971,378.3760614
37071,Gaston,224529,970,432.0154635
37067,Forsyth,382295,969,253.4691796
18141,St. Joseph,271826,967,355.7422763
26147,St. Clair,159128,947,595.1183953
51810,Virginia Beach,449974,947,210.4566042
48027,Bell,362924,945,260.3850944
22103,St. Tammany,260419,943,362.1087555
48491,Williamson,590551,941,159.3427155
35013,Dona Ana,218195,937,429.4323885
13139,Hall,204441,935,457.3446618
13215,Muscogee,195769,928,474.0280637
26139,Ottawa,291830,928,317.9933523
27037,Dakota,429021,912,212.5770067
6081,San Mateo,766573,912,118.9710569
40027,Cleveland,284014,909,320.0546452
26065,Ingham,292406,909,310.869134
42069,Lackawanna,209674,908,433.0532159
6047,Merced,277680,903,325.1944685
17201,Winnebago,282572,901,318.8567869
48167,Galveston,342139,901,263.3432611
42049,Erie,269728,899,333.2987306
12005,Bay,174705,894,511.7197562
27003,Anoka,356921,886,248.2342031
54039,Kanawha,178124,881,494.5992679
36065,Oneida,228671,881,385.2696669
49049,Utah,636235,881,138.470848
8101,Pueblo,168424,880,522.4908564
48245,Jefferson,251565,880,349.8101882
51041,Chesterfield,352802,875,248.014467
29510,St. Louis City,300576,869,289.1115724
22073,Ouachita,153279,866,564.9828091
35045,San Juan,123958,863,696.2035528
53077,Yakima,250873,863,343.9987563
28049,Hinds,231840,859,370.5141477
17119,Madison,262966,857,325.8976446
1125,Tuscaloosa,209355,854,407.9195625
41047,Marion,347818,854,245.5307086
42007,Beaver,163929,848,517.2971225
51153,Prince William,470335,838,178.1708782
13021,Bibb,153159,836,545.8379854
42019,Butler,187853,835,444.4964946
12001,Alachua,269043,833,309.615935
39085,Lake,230149,826,358.8979313
26077,Kalamazoo,265066,819,308.9796504
47163,Sullivan,158348,817,515.9522065
42021,Cambria,130192,815,625.9985253
41005,Clackamas,418187,811,193.9323795
47165,Sumner,191283,810,423.4563448
12055,Highlands,106221,807,759.7367752
6053,Monterey,434061,804,185.227422
17163,St. Clair,259686,802,308.8345155
42055,Franklin,155027,801,516.6841905
18039,Elkhart,206341,794,384.7999186
12073,Leon,293582,794,270.4525482
48375,Potter,117415,788,671.1237917
25001,Barnstable,212990,785,368.5619043
9011,New London,265206,784,295.6192545
41067,Washington,601592,783,130.1546563
48251,Johnson,175817,782,444.7806526
8123,Weld,324492,780,240.3757257
48441,Taylor,138034,773,560.0069548
45091,York,280979,770,274.0418323
12085,Martin,161000,768,477.0186335
12091,Okaloosa,210738,768,364.4335621
12061,Indian River,159923,763,477.1046066
6083,Santa Barbara,446499,763,170.8850412
55101,Racine,196311,761,387.6502081
42051,Fayette,129274,759,587.1250213
42107,Schuylkill,141359,759,536.9307932
13151,Henry,234561,758,323.156876
48485,Wichita,132230,751,567.9497845
29099,Jefferson,225081,750,333.2133765
22019,Calcasieu,203436,746,366.7000924
20177,Shawnee,176875,740,418.3745583
37051,Cumberland,335509,740,220.5604023
36027,Dutchess,294218,739,251.1742993
16027,Canyon,229849,738,321.0803615
48135,Ector,166223,734,441.5754739
42125,Washington,206865,730,352.8871486
1003,Baldwin,223234,727,325.6672371
21067,Fayette,323152,727,224.9715304
48183,Gregg,123945,724,584.1300577
10001,Kent,180786,724,400.473488
18057,Hamilton,338011,723,213.8983643
26121,Muskegon,173566,722,415.9800883
12119,Sumter,132420,720,543.7245129
55059,Kenosha,169561,720,424.6259458
28047,Harrison,208080,714,343.1372549
13057,Cherokee,258773,713,275.5310639
41039,Lane,382067,713,186.6164835
5143,Washington,239187,709,296.4207921
12109,St. Johns,264672,706,266.7452545
18095,Madison,129569,701,541.0244734
37021,Buncombe,261191,701,268.3859704
45041,Florence,138293,696,503.2792694
12113,Santa Rosa,184313,695,377.0759523
1055,Etowah,102268,692,676.6534987
26021,Berrien,153401,691,450.4533869
18163,Vanderburgh,181451,691,380.8190641
26017,Bay,103126,690,669.084421
42013,Blair,121829,689,565.546791
45077,Pickens,126884,689,543.0156679
26025,Calhoun,134159,686,511.3335669
48181,Grayson,136212,684,502.1584001
6061,Placer,398329,682,171.2152517
1015,Calhoun,113605,680,598.565204
24025,Harford,255441,679,265.8148066
37035,Catawba,159551,678,424.9424949
22105,Tangipahoa,134758,674,500.1558349
16055,Kootenai,165697,669,403.7490118
19113,Linn,226706,668,294.6547511
34011,Cumberland,149527,664,444.0669578
18081,Johnson,158167,661,417.9127125
35031,McKinley,71367,656,919.1923438
33015,Rockingham,309769,655,211.4478854
39165,Warren,234602,647,275.7862252
55025,Dane,546695,647,118.3475247
26075,Jackson,158510,645,406.9143903
4003,Cochise,125922,643,510.6335668
24043,Washington,151049,643,425.6896769
26161,Washtenaw,367601,643,174.9179137
4001,Apache,71887,639,888.8950714
8077,Mesa,154210,639,414.3700149
47125,Montgomery,208993,638,305.2733824
36063,Niagara,209281,637,304.3754569
41029,Jackson,220944,637,288.3083496
37159,Rowan,142088,636,447.6099319
18127,Porter,170389,627,367.9815012
55009,Brown,264542,625,236.2573807
39023,Clark,134083,624,465.3833819
27137,St. Louis,199070,623,312.9552419
24021,Frederick,259547,620,238.877737
39025,Clermont,206428,619,299.8624218
36001,Albany,305506,617,201.960027
48139,Ellis,184826,616,333.2864424
18063,Hendricks,170311,614,360.5169367
22079,Rapides,129648,612,472.0473899
2020,Anchorage,288000,612,212.5
6089,Shasta,180080,607,337.0724123
8069,Larimer,356899,606,169.7959367
30111,Yellowstone,161300,605,375.0774954
36007,Broome,190488,604,317.080341
37155,Robeson,130625,598,457.7990431
42089,Monroe,170271,596,350.0302459
28033,DeSoto,184945,593,320.6358647
42097,Northumberland,90843,591,650.5729665
42081,Lycoming,113299,590,520.7459907
5131,Sebastian,127827,587,459.214407
29097,Jasper,121328,585,482.1640512
48091,Comal,156209,583,373.2179324
5051,Garland,99386,581,584.5893788
17143,Peoria,179179,579,323.1405466
13095,Dougherty,87956,577,656.0098231
42075,Lebanon,141793,574,404.8154704
13115,Floyd,98498,572,580.7224512
44003,Kent,164292,572,348.1605921
37001,Alamance,169509,572,337.4452094
27163,Washington,262440,571,217.5735406
48209,Hays,230191,570,247.6204543
37025,Cabarrus,216453,567,261.9506313
46099,Minnehaha,193134,565,292.5430012
51550,Chesapeake,244835,565,230.7676599
45035,Dorchester,162809,563,345.8039789
6079,San Luis Obispo,283111,561,198.1554938
48257,Kaufman,136154,559,410.5645078
6097,Sonoma,494336,556,112.4741067
51760,Richmond City,230436,553,239.9798643
1103,Morgan,119679,551,460.3982319
47179,Washington,129375,551,425.8937198
37097,Iredell,181806,551,303.0703057
55073,Marathon,135692,550,405.3297173
22015,Bossier,127039,549,432.1507569
39139,Richland,121154,548,452.3168859
51710,Norfolk,242742,548,225.7540928
9007,Middlesex,162436,547,336.7480115
42085,Mercer,109424,546,498.9764585
13153,Houston,157863,545,345.2360591
39057,Greene,168937,544,322.0135317
39157,Tuscarawas,91987,543,590.3008034
22055,Lafayette,244390,542,221.7766684
39103,Medina,179746,541,300.9802722
26093,Livingston,191995,540,281.2573244
53005,Benton,204390,539,263.7115319
26115,Monroe,150500,538,357.4750831
47189,Wilson,144657,535,369.840381
47009,Blount,133088,534,401.2382784
9005,Litchfield,180333,532,295.0097874
1069,Houston,105882,531,501.5016717
37179,Union,239859,531,221.3800608
28121,Rankin,155271,529,340.6946564
19013,Black Hawk,131228,528,402.3531563
20209,Wyandotte,165429,528,319.1701576
13077,Coweta,148509,527,354.8606482
4005,Coconino,143476,526,366.6118375
53067,Thurston,290536,525,180.7004984
17111,McHenry,307774,525,170.5797111
39089,Licking,176862,523,295.7107802
39109,Miami,106987,519,485.105667
34037,Sussex,140488,519,369.4265702
17161,Rock Island,141879,519,365.8046645
35043,Sandoval,146748,516,351.6231908
48329,Midland,176832,516,291.8023887
17179,Tazewell,131803,514,389.975949
48381,Randall,137713,513,372.5138513
37151,Randolph,143667,513,357.0757376
39029,Columbiana,101883,512,502.5372241
39003,Allen,102351,510,498.2853123
48005,Angelina,86715,504,581.2143228
18035,Delaware,114135,503,440.7061813
28059,Jackson,143617,503,350.2370889
37101,Johnston,209339,501,239.3247317
13045,Carroll,119992,500,416.6944463
37057,Davidson,167609,500,298.3133364
13217,Newton,111744,498,445.661512
23005,Cumberland,295003,498,168.8118426
8035,Douglas,351154,498,141.8181197
13313,Whitfield,104628,494,472.1489467
45015,Berkeley,227907,494,216.7550799
21093,Hardin,110958,491,442.5097785
48367,Parker,142878,491,343.6498271
18067,Howard,82544,489,592.41132
39133,Portage,162466,489,300.9860525
13015,Bartow,107738,488,452.9506766
22063,Livingston,140789,488,346.6179886
6007,Butte,219186,487,222.1857235
48451,Tom Green,119200,485,406.8791946
1117,Shelby,217702,482,221.40357
6095,Solano,447643,482,107.6750893
6031,Kings,152940,481,314.5024192
31109,Lancaster,319090,481,150.7411702
1127,Walker,63521,480,755.65561
13297,Walton,94593,480,507.4371254
47113,Madison,97984,480,489.8758981
25003,Berkshire,124944,480,384.1721091
48323,Maverick,58722,479,815.7079119
13223,Paulding,168667,477,282.8057652
26087,Lapeer,87607,476,543.3355782
39169,Wayne,115710,476,411.3732607
24013,Carroll,168447,475,281.9878063
26045,Eaton,110268,474,429.8617913
12023,Columbia,71686,472,658.427029
39007,Ashtabula,97241,472,485.3919643
41019,Douglas,110980,472,425.3018562
21117,Kenton,166998,472,282.6381154
12107,Putnam,74521,469,629.3527999
37129,New Hanover,234473,467,199.1700537
13117,Forsyth,244252,466,190.7865647
42073,Lawrence,85512,465,543.7833287
39045,Fairfield,157574,463,293.8302004
55105,Rock,163354,463,283.4335247
18157,Tippecanoe,195732,463,236.5479329
13097,Douglas,146343,462,315.6966852
24027,Howard,325690,462,141.852682
45075,Orangeburg,86175,459,532.6370757
51700,Newport News,179225,459,256.1026642
47011,Bradley,108110,458,423.6425863
45003,Aiken,170872,457,267.4516597
48037,Bowie,93245,456,489.0342646
22109,Terrebonne,110461,454,411.004789
37045,Cleveland,97947,453,462.4950228
18167,Vigo,107038,453,423.2141856
25015,Hampshire,160830,453,281.6638687
49011,Davis,355481,453,127.4329711
13255,Spalding,66703,452,677.6306913
37191,Wayne,123131,452,367.0887104
55087,Outagamie,187885,451,240.0404503
47155,Sevier,98250,450,458.0152672
19163,Scott,172943,449,259.6231128
47187,Williamson,238412,449,188.3294465
48041,Brazos,229211,448,195.4530978
21059,Daviess,101511,447,440.3463664
8013,Boulder,326196,447,137.0341758
48213,Henderson,82737,446,539.0574954
51107,Loudoun,413538,446,107.8498227
17167,Sangamon,194672,445,228.5896277
42111,Somerset,73447,443,603.1560173
54011,Cabell,91945,443,481.8097776
6113,Yolo,220500,443,200.9070295
13127,Glynn,85292,442,518.2197627
1115,St. Clair,89512,441,492.6713737
51770,Roanoke City,99143,440,443.8033951
12035,Flagler,115081,438,380.6014894
13073,Columbia,156714,438,279.4900264
22097,St. Landry,82124,437,532.1221567
45085,Sumter,106721,437,409.4789217
45013,Beaufort,192122,436,226.9391324
18019,Clark,118302,435,367.7029974
13185,Lowndes,117406,434,369.6574281
40017,Canadian,148306,434,292.638194
37161,Rutherford,67029,433,645.9890495
40031,Comanche,120749,432,357.766938
37133,Onslow,197938,431,217.7449504
48187,Guadalupe,166847,429,257.1217942
48469,Victoria,92084,428,464.7930151
21227,Warren,132896,428,322.0563448
13285,Troup,69922,426,609.2503075
54081,Raleigh,73361,424,577.9637682
42001,Adams,103009,424,411.6145191
53015,Cowlitz,110593,424,383.387737
27145,Stearns,161075,422,261.9897563
37171,Surry,71783,421,586.4898374
17099,LaSalle,108669,421,387.4149942
1077,Lauderdale,92729,420,452.9327395
36111,Ulster,177573,420,236.5224443
55139,Winnebago,171907,418,243.154729
47059,Greene,69069,417,603.744082
48291,Liberty,88219,417,472.6872896
36091,Saratoga,229863,417,181.4124065
4007,Gila,54018,415,768.262431
40131,Rogers,92459,415,448.8475973
29071,Franklin,103967,415,399.1651197
53035,Kitsap,271473,414,152.5013537
41033,Josephine,87487,412,470.9271092
29047,Clay,249948,412,164.8342855
22057,Lafourche,97614,411,421.0461614
35025,Lea,71070,410,576.896018
1095,Marshall,96774,410,423.667514
24017,Charles,163257,408,249.9127143
18091,LaPorte,109888,405,368.5570763
26005,Allegan,118081,404,342.1380239
35049,Santa Fe,150358,400,266.0317376
42033,Clearfield,79255,399,503.4382689
1043,Cullman,83768,398,475.1217649
1121,Talladega,79978,397,496.3865063
42027,Centre,162385,397,244.4807094
42063,Indiana,84073,396,471.0192333
5125,Saline,122437,395,322.6148958
39173,Wood,130817,395,301.9485235
37063,Durham,321488,395,122.8661723
18053,Grant,65769,392,596.0254831
24001,Allegany,70416,392,556.691661
45073,Oconee,79546,392,492.7966208
23019,Penobscot,152148,391,256.9866183
48427,Starr,64633,390,603.4069283
41017,Deschutes,197692,389,196.7707343
5031,Craighead,110332,388,351.6658812
6039,Madera,157327,388,246.620097
47001,Anderson,76978,387,502.7410429
13113,Fayette,114421,387,338.2246266
42005,Armstrong,64735,386,596.2771298
47063,Hamblen,64934,386,594.449749
28075,Lauderdale,74125,386,520.7419899
17091,Kankakee,109862,386,351.3498753
40101,Muskogee,67997,384,564.7307969
47119,Maury,96387,383,397.35649
48361,Orange,83396,381,456.856444
37125,Moore,100880,381,377.6764473
54107,Wood,83518,380,454.9917383
36093,Schenectady,155299,379,244.0453577
55027,Dodge,87839,378,430.3327679
46103,Pennington,113775,378,332.2346737
37019,Brunswick,142820,378,264.6688139
37085,Harnett,135976,377,277.2548097
47073,Hawkins,56786,376,662.1350333
30013,Cascade,81366,375,460.880466
48231,Hunt,98594,375,380.3476885
51650,Hampton,134510,375,278.7896811
53073,Whatcom,229247,375,163.5790218
37089,Henderson,117417,374,318.5228715
47019,Carter,56391,373,661.4530688
17115,Macon,104009,373,358.6228115
37127,Nash,94298,372,394.4940508
1081,Lee,164542,372,226.0820945
55131,Washington,136034,371,272.7259362
51013,Arlington,236842,369,155.8000692
51740,Portsmouth,94398,368,389.8387678
21195,Pike,57876,367,634.1143134
34041,Warren,105267,367,348.6372747
37023,Burke,90485,366,404.4869315
24045,Wicomico,103609,366,353.2511654
26091,Lenawee,98451,365,370.7428061
18177,Wayne,65884,363,550.9683686
48409,San Patricio,66730,363,543.9832159
42039,Crawford,84629,363,428.9309811
35005,Chaves,64615,362,560.24143
40037,Creek,71522,362,506.1379715
1051,Elmore,81209,362,445.7634006
55117,Sheboygan,115340,362,313.8546905
23031,York,207641,361,173.8577641
12121,Suwannee,44417,360,810.500484
37195,Wilson,81801,360,440.0924194
5045,Faulkner,126007,358,284.1112002
37027,Caldwell,82178,357,434.4228382
19193,Woodbury,103107,357,346.2422532
12089,Nassau,88625,355,400.5641749
9015,Windham,116782,355,303.9852032
19155,Pottawattamie,93206,354,379.8038753
28089,Madison,106272,353,332.1665161
21015,Boone,133581,353,264.2591386
13247,Rockdale,90896,351,386.1556064
47035,Cumberland,60520,350,578.3212161
29021,Buchanan,87364,349,399.4780459
29037,Cass,105780,348,328.9846852
51085,Hanover,107766,348,322.9218863
45031,Darlington,66618,347,520.8802426
54003,Berkeley,119171,347,291.1782229
42025,Carbon,64182,346,539.0919572
51800,Suffolk,92108,346,375.6459808
39081,Jefferson,65325,345,528.1285878
1049,DeKalb,71513,345,482.429768
39013,Belmont,67006,344,513.3868609
27171,Wright,138377,344,248.5962263
51177,Spotsylvania,136215,342,251.0736703
5145,White,78753,340,431.7295849
36013,Chautauqua,126903,340,267.9211681
31153,Sarpy,187196,338,180.5594137
23001,Androscoggin,108277,335,309.3916529
41043,Linn,129749,335,258.1908146
45021,Cherokee,57300,334,582.8970332
45047,Greenwood,70811,334,471.6781291
47147,Robertson,71813,333,463.7043432
26159,Van Buren,75677,333,440.0280138
28081,Lee,85436,333,389.7654385
38017,Cass,181923,333,183.0444749
34009,Cape May,92039,332,360.7166527
17113,McLean,171517,332,193.5668184
51089,Henry,50557,331,654.7065688
18043,Floyd,78522,331,421.5379129
13175,Laurens,47546,330,694.0646952
29187,St. Francois,67215,330,490.9618389
28035,Forrest,74897,330,440.6050977
19061,Dubuque,97311,330,339.1189074
21199,Pulaski,64979,329,506.3174256
37157,Rockingham,91010,329,361.4987364
35015,Eddy,58460,327,559.3568252
39141,Ross,76666,327,426.525448
51680,Lynchburg,82168,327,397.9651446
17183,Vermilion,75758,325,428.9975976
35061,Valencia,76688,325,423.7951179
18105,Monroe,148431,325,218.9569564
39119,Muskingum,86215,324,375.8046744
47141,Putnam,80245,323,402.5172908
56021,Laramie,99500,322,323.6180905
45059,Laurens,67493,321,475.6048775
51161,Roanoke,94186,321,340.8149831
1083,Limestone,98915,320,323.5100844
40047,Garfield,61056,318,520.8333333
40125,Pottawatomie,72592,317,436.6872383
55039,Fond du Lac,103403,317,306.5675077
9013,Tolland,150721,317,210.3223837
6041,Marin,258826,317,122.4761036
26157,Tuscola,52245,316,604.8425687
5069,Jefferson,66824,316,472.8839938
28067,Jones,68098,316,464.037123
36083,Rensselaer,158714,316,199.1002684
16083,Twin Falls,86878,315,362.5774074
17019,Champaign,209689,315,150.2224723
13157,Jackson,72977,314,430.2725516
21145,McCracken,65418,313,478.4615855
48465,Val Verde,49025,312,636.4099949
55127,Walworth,103868,312,300.3812531
22001,Acadia,62045,311,501.2490934
22005,Ascension,126604,311,245.6478468
21151,Madison,92987,310,333.3799348
47089,Jefferson,54495,309,567.0244977
56025,Natrona,79858,309,386.9368128
45057,Lancaster,98012,309,315.2675183
23011,Kennebec,122302,309,252.6532681
13069,Coffee,43273,308,711.76022
48499,Wood,45539,308,676.343354
37193,Wilkes,68412,308,450.2134129
33013,Merrimack,151391,308,203.4467042
34019,Hunterdon,124371,307,246.8421095
29051,Cole,76745,306,398.7230438
32023,Nye,46523,305,655.5897083
13129,Gordon,57963,305,526.1977468
18109,Morgan,70489,305,432.6916256
16019,Bonneville,119062,305,256.1690548
13299,Ware,35734,304,850.7303968
42087,Mifflin,46138,304,658.8928866
40145,Wagoner,81289,304,373.9743385
39041,Delaware,209177,304,145.3314657
38015,Burleigh,95626,303,316.8594315
30029,Flathead,103806,303,291.8906422
51590,Danville,40044,301,751.6731595
12063,Jackson,46414,301,648.5112251
18059,Hancock,78168,301,385.0680585
48467,Van Zandt,56590,300,530.1289981
48221,Hood,61643,299,485.0510196
29019,Boone,180463,299,165.6849326
53041,Lewis,80707,298,369.2368692
47031,Coffee,56520,297,525.477707
39063,Hancock,75783,296,390.5889184
47053,Gibson,49133,295,600.411129
5033,Crawford,63257,295,466.35155
27139,Scott,149013,295,197.9693047
37047,Columbus,55508,294,529.6533833
39043,Erie,74266,294,395.8742897
39055,Geauga,93649,294,313.9382161
29043,Christian,88595,292,329.589706
40147,Washington,51527,291,564.7524599
54055,Mercer,58758,291,495.2517104
37167,Stanly,62806,291,463.3315288
13295,Walker,69761,291,417.1385158
13013,Barrow,83240,291,349.5915425
